RADIAO PARA CROSS LINKING CORNEANO (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,,121,CRNEA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
IMPLANTE DE ANEL INTRAESTROMAL (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,,34,CRNEA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RECOBRIMENTO CONJUNTIVAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRNEA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DA CRNEA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRNEA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
SUTURA DE CRNEA (COM OU SEM HRNIA DE RIS),,,,,HCO,HSO,REF,,,CRNEA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TARSOCONJUNTIVOCERATOPLASTIA,,,,,HCO,HSO,REF,,,CRNEA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PARACENTESE DA CMARA ANTERIOR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CMARA ANTERIOR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
RECONSTRUO DA CMARA ANTERIOR,,,,,HCO,HSO,REF,,,CMARA ANTERIOR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
REMOO DE HIFEMA,,,,,HCO,HSO,REF,,,CMARA ANTERIOR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DA CMARA ANTERIOR,,,,,HCO,HSO,REF,,,CMARA ANTERIOR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CAPSULOTOMIA YAG OU CIRRGICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FACECTOMIA COM LENTE INTRA-OCULAR COM OU SEM FACOEMULSIFICAO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FACECTOMIA SEM IMPLANTE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
IMPLANTE SECUNDRIO / EXPLANTE DE LENTE INTRA-OCULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"REMOO DE PIGMENTOS DA LENTE INTRA-OCULAR COM YAG LASER, APS CIRURGIA DE CATARATA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,CRISTALINO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE TUMOR VIA PARS PLANA,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE VTREO VIA PARS PLANA,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ENDOLASER/ENDODIATERMIA,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
IMPLANTE DE SILICONE INTRAVTREO,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
INFUSO DE PERFLUOCARBONO,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TRATAMENTO OCULAR QUIMIOTERPICO COM ANTIANGIOGNICO (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,74,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
MEMBRANECTOMIA EPI OU SUB-RETINIANA,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETIRADA DE LEO DE SILICONE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TROCA FLUIDO GASOSA,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
VITRECTOMIA A CU ABERTO - CERATOPRTESE,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
VITRECTOMIA ANTERIOR,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
VITRECTOMIA VIAS PARS PLANA,,,,,HCO,HSO,REF,,,CORPO VTREO,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE ESCLERA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCLERA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ENXERTO DE ESCLERA,,,,,HCO,HSO,REF,,,ESCLERA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
SUTURA DE ESCLERA,,,,,HCO,HSO,REF,,,ESCLERA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ENUCLEAO OU EVISCERAO COM OU SEM IMPLANTE,,,,,HCO,HSO,REF,,,BULBO OCULAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
INJEO RETROBULBAR,,,,,HCO,HSO,REF,,,BULBO OCULAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RECONSTITUIO DE GLOBO OCULAR COM LESO DE ESTRUTURAS INTRA-OCULARES,,,,,HCO,HSO,REF,,,BULBO OCULAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE RIS E CORPO CILIAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CICLOTERAPIA ANTIGLAUCOMATOSA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CIRURGIAS FISTULIZANTES ANTIGLAUCOMATOSAS COM OU SEM IMPLANTES DE DRENAGEM,,,,,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"CIRURGIA ANTIGLAUCOMATOSA VIA ANGULAR COM IMPLANTE DE STENT DE
DRENAGEM POR TCNICA MINIMAMENTE INVASIVA (COM DIRETRIZ DE UTILIZAO)",473/2021,08/11/2021,,,HCO,HSO,REF,,149,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
DRENAGEM DE DESCOLAMENTO DE CORIDE,,,,,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"FIXAO ESCLERAL OU IRIANA DE LENTE INTRA-OCULAR (EXCETO PARA CORREO ISOLADA DE
DISTRBIOS DE REFRAO)",,,,,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FOTOTRABECULOPLASTIA (LASER),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
GONIOTOMIA OU TRABECULOTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
IRIDECTOMIA (LASER OU CIRRGICA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
IRIDOCICLECTOMIA,,,,,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
SINEQUIOTOMIA (LASER OU CIRRGICA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RIS E CORPO CILIAR,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
BIPSIA DE MSCULOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MSCULOS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CIRURGIA COM SUTURA AJUSTVEL,,,,,HCO,HSO,REF,,,MSCULOS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ESTRABISMO CICLO VERTICAL/TRANSPOSIO,,,,,HCO,HSO,REF,,,MSCULOS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ESTRABISMO HORIZONTAL,,,,,HCO,HSO,REF,,,MSCULOS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
INJEO OCULAR DE TOXINA BOTULNICA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,MSCULOS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
APLICAO DE PLACA RADIATIVA EPISCLERAL,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE RETINA,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXRESE DE TUMOR DE CORIDE E/OU CORPO CILIAR,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FOTOCOAGULAO (LASER),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"IMPLANTE INTRAVTREO DE POLMERO FARMACOLGICO DE LIBERAO CONTROLADA (COM DIRETRIZ DE
UTILIZAO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,46,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
MAPEAMENTO DE RETINA (FUNDOSCOPIA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PANCRIOTERAPIA PERIFRICA,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PANTOFOTOCOAGULAO  LASER NA RETINOPATIA DA PREMATURIDADE (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,,59,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
REMOO DE IMPLANTE EPISCLERAL,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETINOPEXIA COM INTROFLEXO ESCLERAL,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETINOPEXIA PNEUMTICA,,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETINOPEXIA PROFILTICA (CRIOPEXIA),,,,,HCO,HSO,REF,,,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TERMOTERAPIA TRANSPUPILAR A LASER (COM DIRETRIZ DE UTILIZAO),,,,Seg. Ambulatorial,HCO,HSO,REF,,66,RETINA,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CIRURGIA DA GLNDULA LACRIMAL,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
DACRIOCISTECTOMIA,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
DACRIOCISTORRINOSTOMIA COM OU SEM INTUBAO,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FECHAMENTO DOS PONTOS LACRIMAIS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RECONSTITUIO DE VIAS LACRIMAIS COM SILICONE OU OUTRO MATERIAL,,,,,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
SONDAGEM DAS VIAS LACRIMAIS - COM OU SEM LAVAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VIAS LACRIMAIS,OLHOS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE PAVILHO AURICULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHO AURICULAR,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXRESE DE TUMOR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHO AURICULAR,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLGICA PAVILHO AURICULAR (TEMPO FACIAL),,,,,HCO,HSO,REF,,,PAVILHO AURICULAR,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RECONSTRUO DE ORELHA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHO AURICULAR,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RECONSTRUO DE UNIDADE ANATMICA DO PAVILHO AURICULAR,,,,,HCO,HSO,REF,,,PAVILHO AURICULAR,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RECONSTRUO TOTAL DE ORELHA,,,,,HCO,HSO,REF,,,PAVILHO AURICULAR,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RESSECO DE ORELHA,,,,,HCO,HSO,REF,,,PAVILHO AURICULAR,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"RESSECO DE TUMOR DE PAVILHO AURICULAR, INCLUINDO PARTE DO OSSO TEMPORAL",,,,,HCO,HSO,REF,,,PAVILHO AURICULAR,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TRATAMENTO CIRRGICO DE SINUS PR-AURICULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHO AURICULAR,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ASPIRAO AURICULAR OU CURATIVO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE ORELHA EXTERNA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ESTENOSE DE CONDUTO AUDITIVO EXTERNO - CORREO,,,,,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXRESE DE CISTO PR-AURICULAR,,,,Seg. Ambulatorial,,,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FURNCULO - DRENAGEM,,,,Seg. Ambulatorial,,,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
PERICONDRITE DE PAVILHO - TRATAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RETIRADA DE CORPOS ESTRANHOS OU PLIPOS E OU BIPSIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TUMOR DE CONDUTO AUDITIVO EXTERNO - EXRESE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CAUTERIZAO DE MEMBRANA TIMPNICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
DUCHA DE POLITZER OU CURATIVO DE OUVIDO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ESTAPEDECTOMIA OU ESTAPEDOTOMIA,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXPLORAO E DESCOMPRESSO DO NERVO FACIAL INTRATEMPORAL,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FSTULA PERILINFTICA - FECHAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
GLOMUS JUGULAR - RESSECO,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
GLOMUS TIMPNICUS - RESSECO,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
MASTOIDECTOMIA,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
OUVIDO CONGNITO - TRATAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PARACENTESE DO TMPANO - MIRINGOTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
IMPLANTE DE PRTESE AUDITIVA ANCORADA NO OSSO (COM DIRETRIZ DE UTILIZAO),,,,,HCO,HSO,REF,PAC,44,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TMPANO-MASTOIDECTOMIA,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TIMPANOPLASTIA - MIRINGOPLASTIA,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TIMPANOPLASTIA COM RECONSTRUO DA CADEIA OSSICULAR,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TIMPANOTOMIA EXPLORADORA,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TIMPANOTOMIA PARA TUBO DE VENTILAO,,,,,HCO,HSO,REF,,,ORELHA MDIA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
"DOENA DE MENIERE - TRATAMENTO CIRRGICO - DESCOMPRESSO DO SACO ENDOLINFTICO OU ""SHUNT""",,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ENXERTO INTRATEMPORAL DO NERVO FACIAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXPLORAO E DESCOMPRESSO DO NERVO FACIAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
IMPLANTE COCLEAR (COM DIRETRIZ DE UTILIZAO),,,,,HCO,HSO,REF,PAC,33,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
LABIRINTECTOMIA (MEMBRANOSA OU SSEA) - SEM AUDIO,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR PARA FOSSA MDIA OU POSTERIOR,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR TRANSLABIRNTICA - SEM AUDIO,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RESSECO DO OSSO TEMPORAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
TUMOR DO NERVO ACSTICO - RESSECO,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ABSCESSO OU HEMATOMA DE SEPTO NASAL - DRENAGEM COM OU SEM ANESTESIA GERAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
ALONGAMENTO DE COLUMELA EM PACIENTES COM LESES LABIO-PALATAIS,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
BIPSIA DE NARIZ,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CAUTERIZAO DE EPISTAXE COM OU SEM MICROSCOPIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
CORNETO INFERIOR - CAUTERIZAO LINEAR E/OU INFILTRAO MEDICAMENTOSA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"EPISTAXE - CAUTERIZAO DA ARTRIA ESFENOPALATINA COM OU SEM MICROSCOPIA POR
VIDEOENDOSCOPIA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EPISTAXE - LIGADURA DAS ARTRIAS ETMOIDAIS,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"EPISTAXE - TAMPONAMENTO ANTERO-POSTERIOR, COM OU SEM ANESTESIA GERAL",,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EPISTAXE - TAMPONAMENTO ANTERIOR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
EXRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLGICA (TEMPO FACIAL) PIRMIDE NASAL,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alterao)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPTULO
EXRESE DE TUMOR NASAL POR VIA ENDOSCOPICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FECHAMENTO DE FSTULA LIQURICA TRANSNASAL,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FSTULA LIQURICA - TRATAMENTO CIRRGICO ENDOSCPICO,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FRATURAS DOS OSSOS NASAIS - REDUO CIRRGICA E GESSO,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
FRATURAS DOS OSSOS NASAIS - REDUO INCRUENTA E GESSO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
IMPERFURAO COANAL - CORREO CIRRGICA INTRANASAL OU TRANSPALATINA,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
IMPERFURAO COANAL - CORREO CIRURGICA INTRANASAL POR VIDEOENDOSCOPIA,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
OZENA - TRATAMENTO CIRRGICO,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
PERFURAO DO SEPTO NASAL - CORREO CIRRGICA,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
POLIPECTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RECONSTRUO NASAL,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RESSECO DE SINQUIAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
RESSECO DE TUMORES MALIGNOS TRANSNASAIS,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL",,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
"RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL POR VIDEOENDOSCOPIA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRRGICOS E INVASIVOS
